Date,Open,High,Low,Close,Adj Close,Volume
2022-07-13,344.739990,351.000000,344.369995,348.359985,338.627472,5603500
2022-07-14,343.410004,347.950012,341.049988,347.440002,337.733215,4624800
2022-07-15,351.730011,354.109985,349.799988,354.010010,344.119629,4520500
2022-07-18,356.970001,357.619995,349.920013,351.079987,341.271515,3544900
2022-07-19,354.950012,361.089996,354.250000,360.609985,350.535278,3620200
2022-07-20,360.700012,364.239990,359.450012,362.920013,352.780701,4270600
2022-07-21,362.359985,366.619995,360.010010,366.589996,356.348175,4604000
2022-07-22,366.690002,367.839996,361.010010,363.250000,353.101471,4533900
2022-07-25,363.839996,364.440002,361.450012,363.609985,353.451416,3902200
2022-07-26,362.119995,362.209991,358.450012,359.250000,349.213226,2987200
2022-07-27,362.489990,370.329987,362.220001,368.660004,358.360382,4500300
2022-07-28,369.420013,373.910004,365.980011,373.320007,362.890167,4345300
2022-07-29,374.730011,379.660004,373.929993,378.790009,368.207367,5246400
2022-08-01,376.119995,380.010010,375.440002,377.649994,367.099152,4421400
2022-08-02,376.109985,379.630005,373.950012,375.209991,364.727356,4132600
2022-08-03,377.190002,382.100006,376.910004,381.070007,370.423645,3854800
2022-08-04,380.880005,381.529999,379.190002,380.769989,370.132019,3410600
2022-08-05,376.649994,380.700012,376.540009,379.980011,369.364075,2852100
2022-08-08,381.779999,383.910004,378.570007,379.640015,369.033600,3450800
2022-08-09,379.019989,379.410004,377.100006,378.140015,367.575562,2360500
2022-08-10,384.989990,386.230011,383.100006,386.059998,375.274261,3651000
2022-08-11,388.869995,390.649994,385.399994,386.059998,375.274261,3575400
2022-08-12,387.950012,392.720001,387.089996,392.670013,381.699585,3664400
2022-08-15,390.489990,394.760010,390.459991,394.350006,383.332642,3203900
2022-08-16,393.239990,396.890015,392.440002,395.040009,384.003326,3864800
2022-08-17,391.559998,394.850006,390.290009,392.339996,381.378784,3222300
2022-08-18,392.420013,394.019989,391.170013,393.549988,382.554993,3258100
2022-08-19,390.700012,390.950012,387.250000,388.119995,377.276642,2899000
2022-08-22,383.429993,383.540009,379.089996,379.940002,369.325226,4153700
2022-08-23,379.559998,381.869995,378.519989,379.040009,368.450409,2869200
2022-08-24,378.899994,381.579987,378.179993,380.190002,369.568268,2241200
2022-08-25,381.760010,385.730011,380.700012,385.730011,374.953461,2631300
2022-08-26,385.549988,386.049988,372.510010,372.510010,362.102783,5153200
2022-08-29,369.769989,373.049988,368.779999,370.049988,359.711517,4953200
2022-08-30,371.299988,371.450012,364.019989,366.029999,355.803833,5044500
2022-08-31,367.609985,368.790009,363.109985,363.149994,353.004272,4062500
2022-09-01,361.100006,364.700012,358.510010,364.269989,354.092957,6126800
2022-09-02,367.950012,369.130005,358.779999,360.450012,350.379730,4544200
2022-09-06,361.359985,362.279999,357.000000,359.239990,349.203583,5680300
